key,mode,direction,target,magnitude_cm,realised_mm_mean,realised_mm_max,peak_rel_err_median,peak_rel_err_p90,channel_rel_err_median,channel_rel_err_p90,rdm_median,rdm_p90,lnmag_median,abs_lnmag_p90,d_asymmetry_median,d_asymmetry_p90,d_asymmetry_max,loc_err_median_mm,loc_err_p90_mm,loc_err_mean_mm
cap|right|0.5,cap,right,all,0.5,3.5204027073999704,5.3906139978042384,0.05485684946397486,0.10519344309688987,0.05485684946397486,0.10519344309688987,0.04470011950555751,0.07362438809553978,-0.00015692455022498302,0.030650217943802134,0.02075621125041527,0.06910914117315947,1.8221507065474913,0.0,2.050082285563988,0.48997779230159094
cap|right|0.855,cap,right,all,0.855,6.013685584248389,9.197573199981958,0.09291195119794729,0.17932245620788612,0.09291195119794729,0.17932245620788612,0.0764116961956432,0.12553412088628835,-2.108082821046356e-05,0.05178764838830377,0.035116128567186274,0.11657390271452145,1.8717130548314405,0.0,6.701347281779387,2.0678957670355325
cap|right|0.938,cap,right,all,0.938,6.593738777864886,10.064919932892925,0.10159119249706788,0.19611415566520385,0.10159119249706788,0.19611415566520385,0.08373394075285703,0.13755666721251997,-7.811961829050769e-05,0.05653387972823411,0.03847146920575131,0.1270724555844535,1.8588038989935072,0.0,8.263041864603293,2.56400624535306
cap|right|1.5,cap,right,all,1.5,10.563212516785768,16.078842136497954,0.1612848154285058,0.3101893499349698,0.1612848154285058,0.3101893499349698,0.1337268118385003,0.22053351986352207,-0.0005692827270217211,0.08851654214233441,0.06131690990554553,0.20024249991043822,1.8539242489301917,3.9860940096815964,15.221752174277787,6.023992408214936
cap|right|2.0,cap,right,all,2.0,14.070775590134156,21.327390858641294,0.21195251599074622,0.40712064642510143,0.21195251599074622,0.40712064642510143,0.17749947758870516,0.2926735166489199,-0.0011597336865954082,0.11400408869718481,0.0810161605158578,0.2625174874520634,1.9478709809087564,7.886314755548428,20.632935862569177,9.662706390030115
single|Fp1|0|0.25,single,0deg,Fp1,0.25,0.13130032405289835,2.494706157005069,0.0032777788136865377,0.017473186372260602,0.0032777788136865377,0.017473186372260602,0.0018601603962882674,0.009897220897238563,1.2119027384288376e-05,0.0023730639973548683,0.0004712753756473398,0.00564452697928762,0.34472046268955414,0.0,0.0,0.0
single|Fp1|0|0.5,single,0deg,Fp1,0.5,0.26244712679914306,4.986495409183719,0.006520050969006203,0.035852839060174446,0.006520050969006203,0.035852839060174446,0.003716917217249214,0.020491646595143007,1.3434249548745922e-05,0.004701781668442732,0.0009397684752951449,0.011431442273045295,0.7499477330536148,0.0,0.0,0.008825875475968041
single|Fp1|0|0.855,single,0deg,Fp1,0.855,0.4447667582407783,8.450568406574789,0.01086679328655259,0.06013927504148068,0.01086679328655259,0.06013927504148068,0.006198841413953087,0.033998187039223415,2.545281661523666e-05,0.007634284160269612,0.0015719563085847682,0.019055181009740865,1.256554888808023,0.0,0.0,0.04777296829904072
single|Fp1|0|0.938,single,0deg,Fp1,0.938,0.4877315206362996,9.266898892089692,0.011868240559058711,0.06576411541671986,0.011868240559058711,0.06576411541671986,0.006784456868985149,0.037161788418600336,2.968927546482123e-05,0.008257683688248411,0.0017201318429131973,0.020836033056552718,1.3725438375844055,0.0,0.0,0.05565097120025318
single|Fp1|0|1.5,single,0deg,Fp1,1.5,0.7589731688152357,14.420490207489479,0.018473113422534625,0.10446484791150519,0.018473113422534625,0.10446484791150519,0.010509297567404863,0.05934206940831149,2.205322094439541e-05,0.012720056701244983,0.002671469733172338,0.0328186080430089,1.827957806015453,0.0,0.0,0.2892834952256766
single|Fp1|0|2.0,single,0deg,Fp1,2.0,1.0057423592667905,19.109104826069018,0.024285848849569983,0.1390572218348258,0.024285848849569983,0.1390572218348258,0.013840224017155608,0.07834461040828412,2.0915178114104287e-06,0.01661302941084176,0.0035186999034009098,0.04332196630618004,1.5346823849288191,0.0,0.0,0.6440323890716545
single|Fp1|45|0.25,single,45deg,Fp1,0.25,0.1315789473684211,2.500000000000001,0.0032307889301695374,0.017283788824980616,0.0032307889301695374,0.017283788824980616,0.0018803047109577015,0.009846201602363462,-0.00016366392149315038,0.0023099554277722536,0.0004339508987587226,0.005903741622075652,0.32275140175028266,0.0,0.0,0.0
single|Fp1|45|0.5,single,45deg,Fp1,0.5,0.26315789473684204,4.999999999999998,0.006461577860339062,0.03456760113282162,0.006461577860339062,0.03456760113282162,0.0037615903923685413,0.019722384784659222,-0.0003229997134383092,0.0045582881883515,0.0008678756248440833,0.011818175011213173,0.6455028035005654,0.0,0.0,0.0020182079875390125
single|Fp1|45|0.855,single,45deg,Fp1,0.855,0.448851516000696,8.528178804013224,0.010833140014381158,0.056634270603851795,0.010833140014381158,0.056634270603851795,0.00627994951902228,0.032360131186808215,-0.0005519310063917869,0.007410350180190538,0.0014468308695338994,0.019603215757770513,1.0534292465620956,0.0,0.0,0.027022617457936864
